Title,Link,has_ai_ml,ai_keywords_count,bio_keywords_count,organism_mice,organism_mouse,organism_rat,organism_human,organism_cell culture,organism_drosophila,organism_elegans,organism_plant
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,False,0,2,False,False,False,False,False,False,False,False
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,False,0,1,False,False,False,False,False,False,False,False
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,False,0,2,False,False,True,False,False,False,False,False
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,False,0,0,False,False,True,False,False,False,False,False
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,False,0,0,False,False,True,False,False,False,False,False
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,False,0,1,False,False,False,False,False,False,False,False
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,False,0,1,False,False,False,True,False,False,False,False
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,False,0,2,False,False,False,False,False,False,False,False
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,False,0,0,False,False,False,False,False,False,False,False
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,False,0,4,False,False,True,False,False,False,False,False
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,False,0,4,False,False,False,False,False,False,False,False
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,False,0,0,False,False,False,False,False,False,False,False
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,False,0,3,False,False,True,False,False,False,False,False
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,False,0,0,False,False,False,True,False,False,False,False
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,False,0,1,False,False,True,False,False,False,False,False
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,False,0,1,False,False,True,False,False,False,False,False
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,False,0,2,False,False,False,False,False,False,False,False
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,False,0,1,False,False,False,False,False,False,False,False
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,False,0,1,False,False,False,False,False,False,False,False
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,False,0,0,False,False,False,False,False,False,False,True
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,False,0,0,False,False,False,False,False,False,False,False
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,False,0,0,False,False,False,False,False,False,False,False
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,False,0,0,False,False,False,False,False,False,False,False
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,False,0,0,False,False,False,False,False,False,False,True
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,False,0,0,False,False,False,False,False,False,False,False
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,False,0,0,False,False,False,False,False,False,False,False
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,False,0,0,False,False,False,False,False,False,False,False
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,False,0,0,False,False,False,False,False,False,False,False
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,False,0,1,False,False,False,False,False,False,False,False
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,False,0,2,False,False,False,False,False,False,False,False
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,False,0,1,False,False,False,False,False,False,False,False
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,False,0,1,False,True,False,False,False,False,False,False
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,False,0,1,False,True,False,False,False,False,False,False
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,False,0,1,False,False,False,False,False,False,False,False
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,False,0,1,False,False,False,False,False,False,False,False
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,False,0,0,False,False,False,False,False,False,False,False
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,False,0,3,False,False,False,True,False,False,False,False
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,False,0,2,False,False,True,False,False,False,False,False
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,False,0,3,False,False,True,False,False,False,False,False
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,False,0,3,False,False,False,False,False,False,False,False
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,False,0,1,False,False,False,False,False,False,False,False
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,False,0,0,False,False,False,False,False,False,False,False
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,False,0,0,False,False,False,False,False,False,False,False
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,False,0,1,False,False,False,False,False,False,False,False
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,False,0,1,False,False,False,False,False,False,False,False
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,False,0,2,False,False,False,False,False,False,False,False
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,False,0,0,False,False,True,False,False,False,False,False
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,False,0,0,False,False,False,False,False,False,False,False
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,False,0,2,False,False,False,False,False,False,False,False
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,False,0,1,False,False,False,False,False,False,False,False
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,False,0,2,False,False,True,True,False,False,False,False
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,False,0,0,False,False,False,False,False,False,False,False
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,False,0,1,False,False,True,False,False,False,False,False
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,False,0,2,False,False,True,True,False,False,False,False
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,False,0,1,False,False,False,False,False,False,False,False
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,False,0,0,False,False,False,False,False,False,False,False
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,False,0,1,False,False,False,False,False,False,False,False
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,False,0,1,False,False,False,False,True,False,False,False
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,False,0,0,False,False,False,False,False,False,False,False
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,False,0,3,False,False,False,False,False,False,False,False
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,False,0,2,False,False,True,False,False,False,False,False
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,False,0,1,False,False,False,False,False,False,False,False
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,False,0,0,False,False,False,False,False,False,False,False
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,False,0,1,False,False,False,False,False,False,False,False
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,False,0,2,False,False,False,False,False,False,False,False
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,False,0,0,False,False,False,False,False,False,False,False
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,False,0,1,False,False,False,False,False,False,False,False
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,False,0,2,False,False,False,False,False,False,False,False
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,False,0,1,False,False,False,False,False,False,False,False
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,True,1,1,False,False,False,False,True,False,False,False
Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,False,0,2,False,False,False,True,False,False,False,False
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,False,0,0,False,False,False,False,False,False,False,False
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,False,0,2,False,False,False,False,False,False,False,False
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,False,0,1,False,False,False,False,False,False,False,False
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,False,0,1,False,False,False,False,False,False,False,False
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,False,0,2,False,False,True,False,False,False,False,False
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,False,0,1,False,False,False,False,False,False,False,False
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,False,0,0,False,False,True,False,False,False,False,False
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,False,0,0,False,False,False,False,False,False,True,False
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,False,0,0,False,False,False,False,False,False,True,False
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,True,1,0,False,False,False,False,False,False,False,False
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,False,0,1,False,False,False,False,False,False,False,False
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,False,0,1,False,False,False,False,False,False,False,False
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,False,0,1,False,False,True,False,False,False,False,True
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,False,0,1,False,False,False,False,False,False,False,False
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,False,0,0,False,False,False,False,False,False,False,True
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,True,1,1,False,False,False,False,False,False,False,False
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,False,0,2,False,False,False,False,False,False,False,False
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,False,0,2,False,False,False,False,False,False,False,True
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,False,0,2,False,False,False,False,False,False,False,False
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,False,0,2,False,False,False,False,False,False,False,True
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,False,0,1,False,False,True,False,False,False,False,False
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,False,0,2,True,False,False,False,False,False,False,False
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,False,0,2,False,False,True,False,False,False,False,False
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,False,0,1,False,False,False,False,False,False,False,False
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,False,0,1,False,False,True,False,False,False,False,True
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,False,0,0,False,False,False,False,False,True,False,False
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,False,0,1,False,False,False,True,False,False,False,True
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/,False,0,0,False,True,False,False,False,False,False,False
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,False,0,1,False,True,True,False,False,False,False,False
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,False,0,1,False,False,False,False,False,False,False,False
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,False,0,3,False,False,False,False,False,False,False,False
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,False,0,1,False,True,False,False,False,False,False,False
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,False,0,0,False,False,True,True,False,False,False,False
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,False,0,2,False,True,False,False,False,False,False,False
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,False,0,0,False,True,False,False,False,False,False,False
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,False,0,3,False,True,False,False,False,False,False,False
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/,False,0,0,False,False,False,False,False,False,False,True
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,False,0,0,False,False,False,False,False,False,False,True
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,False,0,0,False,False,False,False,False,False,False,False
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,False,0,2,False,False,False,False,False,False,False,True
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,False,0,1,False,False,False,False,False,False,False,False
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,False,0,1,False,False,False,False,False,False,False,False
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,False,0,4,False,False,False,True,False,False,False,False
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,False,0,0,False,False,False,False,False,False,False,False
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/,False,0,0,False,False,False,False,False,False,False,False
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/,False,0,0,False,False,False,False,False,False,False,True
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,False,0,1,False,False,False,False,False,False,False,False
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,False,0,2,False,False,True,False,False,False,False,False
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/,False,0,2,False,False,False,False,False,False,False,False
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/,False,0,1,False,False,False,False,False,False,False,False
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,False,0,0,False,False,False,False,False,False,False,False
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/,False,0,1,False,False,False,False,False,False,False,False
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/,False,0,0,False,False,False,False,False,False,False,True
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/,False,0,2,False,False,False,False,False,False,False,False
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/,False,0,0,False,False,True,False,False,False,False,False
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/,False,0,2,False,False,True,False,False,False,False,False
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,False,0,1,False,False,True,False,False,False,False,False
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/,False,0,1,False,False,True,False,False,False,False,False
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/,False,0,2,False,False,False,False,False,False,False,False
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/,False,0,3,False,False,False,False,False,False,False,False
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/,False,0,0,False,False,False,False,False,False,False,True
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/,False,0,0,False,False,False,False,False,False,False,False
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,False,0,0,False,True,False,True,False,False,False,False
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,False,0,1,True,False,False,False,False,False,False,False
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,False,0,1,False,False,True,False,False,False,False,False
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,False,0,1,False,False,True,False,False,False,False,False
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,False,0,0,False,False,True,False,False,False,False,False
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,False,0,0,False,False,True,False,False,False,False,False
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,False,0,1,False,False,True,False,False,False,False,False
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,False,0,0,False,False,True,False,False,False,False,False
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,False,0,1,False,False,False,False,False,False,True,False
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,False,0,2,False,False,False,False,False,False,True,False
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,False,0,0,False,False,False,False,False,False,False,False
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,False,0,1,False,False,False,False,False,False,True,False
